วันที่,เริ่มกิน,หยุดกิน,ไข่ต้ม,กล้วยต้ม,เรียนEnglsihr,เรียน AI,นอน,วิ่ง 30 นาที,คลิป 9 นาที
2026-03-01,07:00:00,13:34:00,True,True,True,True,True,True,False
